50 1
40.769	-73.9549	0
40.7267	-74.0345	2
40.7316	-73.9873	2
40.7588	-73.9776	2
40.7594	-73.9722	2
40.7383	-74.0403	2
40.7223	-73.9887	2
40.762	-73.979	2
40.7524	-73.996	2
40.7575	-73.9846	2
40.7256	-73.9869	2
40.7591	-73.9684	2
40.7271	-73.9803	2
40.6463	-73.7896	2
40.7564	-73.9167	2
40.7666	-73.9531	2
40.758	-73.9761	2
40.7238	-73.9821	2
40.7531	-74.0039	2
40.7389	-74.0393	2
40.7619	-73.9715	2
40.753	-74.0042	2
40.6561	-73.9531	2
40.725	-73.9844	2
40.695	-74.1783	2
40.9859	-74.1578	2
40.6879	-74.1814	2
40.6878	-74.1816	2
40.7234	-73.9974	2
40.7336	-73.99	2
40.7141	-74.0094	2
40.7893	-73.9709	2
40.7747	-73.991	2
40.7689	-73.9876	2
40.7744	-74.0149	2
40.7393	-73.9974	2
40.7776	-73.9752	2
40.6483	-73.7829	2
40.6907	-74.1782	2
40.7217	-73.9875	2
40.7651	-73.9632	2
40.7437	-73.9985	2
40.7605	-73.978	2
40.743	-74.0301	2
40.743	-74.0301	2
40.7423	-74.0371	2
40.7236	-74.0037	2
40.7723	-73.9527	2
40.7574	-73.9862	2
40.7838	-73.9504	3
40.7711	-73.9871	3
40.7571	-73.9726	3
40.7442	-73.9854	3
40.7166	-74.0144	3
40.7507	-73.9703	3
40.7337	-73.9979	3
40.7236	-74.0111	3
40.7151	-74.0464	3
40.7701	-73.9588	3
40.86	-73.9142	3
40.7555	-73.9729	3
40.7249	-74.0355	5
40.6193	-74.157	3
40.7753	-73.978	5
40.7204	-73.9545	3
40.7772	-73.9595	3
40.7651	-74.082	4
40.74	-73.9879	3
40.7741	-73.9568	3
40.7599	-73.9944	3
40.7531	-74.0039	3
40.7791	-73.9623	2
40.7382	-74.0033	3
40.7391	-73.9989	1
40.7806	-73.982	2
40.7322	-73.9863	3
40.7703	-73.966	4
40.7221	-74.0018	2
40.7588	-73.9895	3
40.7677	-73.9656	4
40.7404	-74.0076	5
40.7679	-73.9599	6
40.7694	-73.9852	1
40.7858	-73.9546	2
40.7742	-73.9491	3
40.7703	-73.95	4
40.7614	-73.9997	2
40.793	-73.9749	3
40.7231	-73.9442	2
40.7874	-73.9545	1
40.7689	-73.9812	2
40.7789	-73.9557	3
40.7271	-74.0054	1
40.7877	-73.973	2
40.7255	-74.0092	2
40.7653	-73.9723	3
40.7644	-73.9769	4
40.7726	-73.9532	1
40.7898	-73.9661	1
40.7839	-73.9703	2
40.7236	-74.0016	3
40.699	-73.9951	4
40.7581	-73.9219	5
40.768	-73.9191	1
40.7677	-73.9897	1
40.771	-73.866	2
40.7808	-73.9487	3
40.7147	-74.0362	4
40.7732	-73.9504	1
40.7335	-74.0043	2
40.7754	-73.9782	2
40.7752	-73.9455	3
40.7243	-74.0021	4
40.7786	-73.9512	1
40.7877	-73.9788	2
40.8674	-73.8822	2
40.7678	-73.9704	2
40.7749	-73.9587	2
40.7209	-73.9813	3
40.756	-73.9752	3
40.7923	-73.9676	3
40.739	-73.9991	4
40.7273	-73.9797	2
40.7751	-73.9475	1
40.7406	-73.9983	2
40.8364	-74.1461	3
40.7452	-73.991	1
40.7805	-73.9481	2
40.7814	-73.9513	1
40.7864	-73.9699	2
40.783	-73.9559	3
40.7582	-73.9928	4
40.7216	-74.0046	5
40.7298	-73.9988	2
40.7746	-73.956	3
40.7208	-73.994	4
40.7669	-73.9617	1
40.7084	-74.0064	2
40.7425	-73.9942	3
40.7424	-73.9838	2
40.7724	-73.955	1
40.7787	-73.9559	2
40.7752	-73.9637	3
40.7754	-73.95	1
40.7368	-74.0044	1
40.7174	-73.9924	2
40.7305	-73.9934	1
40.7747	-73.9613	0
